SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location,date,Community
Vacant/Abandoned Building,11-00120664,01/25/2011,Rear,,Open,VACANT GARAGE OPEN  FULL OF GARBAGES,Vacant,,True,6528,S,TALMAN,AVE,,1159832.47059347,1861246.88228373,15.0,8.0,66.0,41.77496994942232,-87.68962931504063,"(41.774969949422314, -87.68962931504062)",2011-01-25,66
Vacant/Abandoned Building,11-00120768,01/25/2011,Front,,Boarded,,Vacant,False,False,2035,N,KILPATRICK,AVE,60639.0,1144720.00258128,1913237.80851861,31.0,25.0,19.0,41.91793720545286,-87.74372174169241,"(41.91793720545286, -87.74372174169241)",2011-01-25,19
Vacant/Abandoned Building,11-00120826,01/25/2011,Front,,Boarded,,Vacant,False,False,2039,N,KARLOV,AVE,60639.0,1148721.12328469,1913236.26602101,30.0,25.0,20.0,41.91785654692247,-87.72902132704228,"(41.91785654692247, -87.72902132704226)",2011-01-25,20
Vacant/Abandoned Building,11-00121127,01/25/2011,,,Open,FRON/REAR,Vacant,,True,11138,S,ASHLAND,AVE,60643.0,1167482.7451952,1830758.73249619,34.0,22.0,75.0,41.691145407892854,-87.66245557669161,"(41.69114540789285, -87.66245557669161)",2011-01-25,75
Vacant/Abandoned Building,11-00121228,01/25/2011,,,Open,FRONT/REAR,Vacant,,True,36,W,110TH,ST,60628.0,1177972.94519049,1832025.9679951,34.0,5.0,49.0,41.6943922712421,-87.62401191889307,"(41.6943922712421, -87.62401191889306)",2011-01-25,49
Vacant/Abandoned Building,11-00121393,01/25/2011,Front,,Open,ALL OVER,Vacant,False,True,2022,W,68TH,ST,60636.0,1164063.03123429,1859560.23716707,15.0,7.0,67.0,41.770253625044006,-87.67416799678836,"(41.770253625044006, -87.67416799678834)",2011-01-25,67
Vacant/Abandoned Building,11-00121471,01/25/2011,Front,,Open,ALL THROUGHOUT THE BUILDING,Vacant,False,True,4123,S,ARCHER,AVE,60632.0,1157710.77867515,1877111.21510147,14.0,9.0,58.0,41.8185471568125,-87.69697668071554,"(41.8185471568125, -87.69697668071554)",2011-01-25,58
Vacant/Abandoned Building,11-00122061,01/25/2011,Front,,Open,,Vacant,False,False,6913,S,SOUTH CHICAGO,AVE,60637.0,1181497.46392309,1859326.39069456,6.0,3.0,42.0,41.76922748621424,-87.61026809631659,"(41.769227486214234, -87.6102680963166)",2011-01-25,69
Vacant/Abandoned Building,11-00122236,01/25/2011,Rear,,Open,REAR,Vacant,False,False,318,N,LARAMIE,AVE,60644.0,1141652.70490346,1901629.88501753,28.0,15.0,25.0,41.88614103964336,-87.75527866688792,"(41.88614103964336, -87.7552786668879)",2011-01-25,25
Vacant/Abandoned Building,11-00122294,01/25/2011,,,,,,,,1519,W,FRY,ST,60642.0,1166098.95022634,1905756.04151789,1.0,13.0,24.0,41.89697654704657,-87.66538842147878,"(41.89697654704657, -87.66538842147878)",2011-01-25,24
Vacant/Abandoned Building,11-00122296,01/25/2011,,,,,,,,1233,W,OHIO,ST,60642.0,1168027.85921618,1904152.1027330002,27.0,13.0,24.0,41.8925338029557,-87.65835021032123,"(41.892533802955704, -87.65835021032123)",2011-01-25,24
Vacant/Abandoned Building,11-00122388,01/25/2011,Front,,Open,,Vacant,False,True,4252,W,POTOMAC,AVE,60651.0,1147790.80262225,1908318.35311218,37.0,25.0,23.0,41.90437924133649,-87.73256595656498,"(41.904379241336486, -87.73256595656498)",2011-01-25,23
Vacant/Abandoned Building,11-00122463,01/25/2011,Front,,Open,FRONT,Vacant,False,False,920,W,CULLOM,AVE,60613.0,1169381.04409478,1928964.032018,46.0,23.0,3.0,41.960589651874336,-87.65265717123967,"(41.960589651874336, -87.65265717123965)",2011-01-25,3
Vacant/Abandoned Building,11-00122926,01/25/2011,Front,,Open,FRONT DOORS AND WINDOWS..,Vacant,False,True,1223,W,73RD,PL,60636.0,1169389.43349488,1856046.48998678,17.0,7.0,67.0,41.760497773255274,-87.65474518544916,"(41.76049777325527, -87.65474518544916)",2011-01-25,67
Vacant/Abandoned Building,11-00122999,01/25/2011,Front,,Boarded,,Vacant,False,False,3311,N,HAMLIN,AVE,60618.0,1150475.29421286,1921747.72819207,30.0,17.0,21.0,41.94117862992031,-87.72235353584287,"(41.94117862992031, -87.72235353584287)",2011-01-25,21
Vacant/Abandoned Building,11-00123138,01/25/2011,Front,,Open,,Vacant,False,True,6819,S,EVANS,AVE,60637.0,1182390.63671055,1859962.13281854,6.0,3.0,42.0,41.770951372959686,-87.60697449662939,"(41.77095137295969, -87.60697449662939)",2011-01-25,42
Vacant/Abandoned Building,11-00123172,01/25/2011,Front,,Open,SIDE DOOR OPEN - WINDOWS BROKEN OUT,Vacant,False,True,527,E,44TH,ST,60653.0,1180615.63992649,1875958.26180206,3.0,2.0,38.0,41.814887149503406,-87.61298959943181,"(41.814887149503406, -87.61298959943181)",2011-01-25,38
Vacant/Abandoned Building,11-00123277,01/25/2011,Front,,Open,,Vacant,True,False,5618,S,PRINCETON,AVE,60621.0,1175244.82878755,1867670.88056735,3.0,7.0,68.0,41.792267627418475,-87.63293805047311,"(41.792267627418475, -87.63293805047311)",2011-01-25,68
Vacant/Abandoned Building,11-00123293,01/25/2011,,,,,,,,7237,S,HERMITAGE,AVE,60636.0,1165933.91216638,1856702.03460375,17.0,7.0,67.0,41.76237078074246,-87.66739121181591,"(41.76237078074245, -87.66739121181591)",2011-01-25,67
Vacant/Abandoned Building,11-00123294,01/25/2011,,,,,,,,6426,S,GREEN,ST,60621.0,1171730.399978,1862226.80999596,16.0,7.0,68.0,41.77740632616519,-87.64598445751642,"(41.77740632616519, -87.64598445751642)",2011-01-25,68
Vacant/Abandoned Building,11-00123385,01/25/2011,Front,,Boarded,,Vacant,False,True,2859,E,77TH,ST,60649.0,1196660.53113034,1854737.79929177,7.0,4.0,43.0,41.75627283142868,-87.55484066078975,"(41.75627283142868, -87.55484066078976)",2011-01-25,43
Vacant/Abandoned Building,11-00123431,01/25/2011,Garage,,Open,ON PEORIA SIDE,Vacant,False,True,8720,S,VINCENNES,AVE,60620.0,1172014.36076853,1846948.35349233,21.0,22.0,71.0,41.73547407174337,-87.64539135155016,"(41.73547407174337, -87.64539135155016)",2011-01-25,71
Vacant/Abandoned Building,11-00123636,01/25/2011,Front,,Open,FRONT DOOR,Vacant,False,False,722,N,DRAKE,AVE,60624.0,1152584.77098817,1904624.98652342,27.0,11.0,23.0,41.894150807009495,-87.71505405557859,"(41.89415080700949, -87.71505405557859)",2011-01-25,23
Vacant/Abandoned Building,11-00123965,01/25/2011,Front,,Open,"FRONT AND REAR DOORS ON ALL SIDES OF THE BUILDING IS OPEN AND WINDOWS ARE ALL BROKEN OUT, CALLER STATES THERE WERE PEOPLE INSIDE THE BUILDING",Vacant,False,True,2109,E,79TH,ST,60649.0,1191668.96281585,1853005.6510321999,8.0,4.0,46.0,41.751642163239524,-87.57318946432693,"(41.751642163239524, -87.57318946432693)",2011-01-25,43
Vacant/Abandoned Building,11-00124067,01/25/2011,Front,,Open,FRONT WIDEOPEN,Vacant,True,True,7700,S,RIDGELAND,AVE,60649.0,1189205.62529496,1854268.89799577,8.0,4.0,43.0,41.755167993950344,-87.58217587392485,"(41.75516799395034, -87.58217587392484)",2011-01-25,43
Vacant/Abandoned Building,11-00124411,01/26/2011,Rear,,Open,REAR,Vacant,False,False,7053,S,ABERDEEN,ST,60621.0,1170201.41091745,1858035.39529823,17.0,7.0,68.0,41.76593796730176,-87.65171150006553,"(41.76593796730176, -87.65171150006553)",2011-01-26,68
Vacant/Abandoned Building,11-00124897,01/26/2011,Front,,Open,FRONT,Vacant,False,False,7124,S,MARSHFIELD,AVE,60636.0,1166575.04377374,1857465.97127395,17.0,7.0,67.0,41.76445348149194,-87.66501961528898,"(41.764453481491934, -87.66501961528898)",2011-01-26,67
Vacant/Abandoned Building,11-00124996,01/26/2011,Rear,,Open,IN BACK,Vacant,False,False,118,S,LEAVITT,ST,60612.0,1161761.23021426,1899426.6839292,2.0,12.0,28.0,41.87969982349533,-87.68149677676344,"(41.87969982349533, -87.68149677676344)",2011-01-26,28
Vacant/Abandoned Building,11-00125613,01/26/2011,Front,,Open,FRONT,Vacant,False,False,7346,S,MARSHFIELD,AVE,60636.0,1166615.91038607,1855994.5865828,17.0,7.0,67.0,41.76041493170996,-87.6649117348291,"(41.76041493170996, -87.66491173482909)",2011-01-26,67
Vacant/Abandoned Building,11-00125678,01/26/2011,Front,,Open,FRONT,Vacant,False,False,7221,S,MARSHFIELD,AVE,60636.0,1166591.89009789,1856823.72526689,17.0,7.0,67.0,41.76269071281078,-87.66497615949854,"(41.76269071281078, -87.66497615949854)",2011-01-26,67
Vacant/Abandoned Building,11-00125718,01/26/2011,Front,,Open,,Vacant,False,False,4010,W,CARROLL,AVE,60624.0,1149598.6560222001,1901934.61992998,28.0,11.0,26.0,41.88682667899629,-87.72609112801103,"(41.8868266789963, -87.72609112801103)",2011-01-26,26
Vacant/Abandoned Building,11-00125721,01/26/2011,,,,,,,,732,S,KARLOV,AVE,60624.0,1149170.45548294,1896294.77991826,24.0,11.0,26.0,41.871358626534274,-87.7278097312722,"(41.871358626534274, -87.7278097312722)",2011-01-26,26
Vacant/Abandoned Building,11-00125742,01/26/2011,Front,,Open,DOORS,Vacant,False,False,1306,W,56TH,ST,60636.0,1168549.31227391,1867632.07388743,16.0,7.0,67.0,41.79230820063404,-87.657490555959,"(41.79230820063404, -87.657490555959)",2011-01-26,67
Vacant/Abandoned Building,11-00125782,01/26/2011,Front,,Open,FRONT DOOR MISSING LOCKS,Vacant,False,True,5437,W,RICE,ST,,1139863.07150233,1905135.38998414,37.0,15.0,25.0,41.895793472292596,-87.7617649504447,"(41.89579347229259, -87.76176495044471)",2011-01-26,25
Vacant/Abandoned Building,11-00125800,01/26/2011,Front,,Open,FRONT DOOR MISSING LOCKS,Vacant,False,True,5437,W,RICE,ST,,1139863.07150233,1905135.38998414,37.0,15.0,25.0,41.895793472292596,-87.7617649504447,"(41.89579347229259, -87.76176495044471)",2011-01-26,25
Vacant/Abandoned Building,11-00125809,01/26/2011,Front,,Open,FRONT/REAR DOOR,Vacant,False,True,5120,S,MARSHFIELD,AVE,60609.0,1166206.85242812,1870758.76279659,16.0,9.0,61.0,41.800938419956005,-87.66599100399205,"(41.80093841995601, -87.66599100399205)",2011-01-26,61
Vacant/Abandoned Building,11-00125872,01/26/2011,Front,,Open,FRONT/REAR,Vacant,False,True,5128,S,MARSHFIELD,AVE,60609.0,1166208.55242812,1870704.96279659,16.0,9.0,61.0,41.8007907502273,-87.6659863013381,"(41.8007907502273, -87.6659863013381)",2011-01-26,61
Vacant/Abandoned Building,11-00126076,01/26/2011,Front,,Open,FRONT AND REAR,Vacant,False,False,6134,S,ADA,ST,60636.0,1168368.40701026,1864072.15490842,16.0,7.0,67.0,41.78254325872528,-87.6582564020496,"(41.78254325872528, -87.65825640204959)",2011-01-26,67
Vacant/Abandoned Building,11-00126177,01/26/2011,Front,,Open,REAR,Vacant,False,True,6046,S,SANGAMON,ST,60621.0,1171010.88928181,1864735.38770118,16.0,7.0,68.0,41.78430590806617,-87.64854894036272,"(41.78430590806617, -87.64854894036272)",2011-01-26,68
Vacant/Abandoned Building,11-00126279,01/26/2011,Front,,Open,"BROKEN WINDOWS, ETC. CALLER WANTS BUILDING",Vacant,True,False,3717,W,CHICAGO,AVE,60651.0,1151392.01402281,1905083.08987768,27.0,11.0,23.0,41.895431391014526,-87.71942266819475,"(41.89543139101452, -87.71942266819475)",2011-01-26,23
Vacant/Abandoned Building,11-00126589,01/26/2011,Front,,Open,FRONT/REAR DOOR,Vacant,False,True,5638,S,LOOMIS,BLVD,60636.0,1167958.2362142,1867361.03113024,16.0,7.0,67.0,41.79157715791008,-87.65966573036492,"(41.79157715791008, -87.65966573036492)",2011-01-26,67
Vacant/Abandoned Building,11-00126609,01/26/2011,Front,,Open,FRONT/BACK DOOR,Vacant,False,True,5640,S,LOOMIS,BLVD,60636.0,1167958.5362142,1867347.73113024,16.0,7.0,67.0,41.79154065468712,-87.65966501247206,"(41.79154065468712, -87.65966501247206)",2011-01-26,67
Vacant/Abandoned Building,11-00126765,01/26/2011,Front,,Open,FRONT DOOR KICKED OPEN,Vacant,False,True,4012,W,CARROLL,AVE,60624.0,1149585.1560222001,1901934.31992998,28.0,11.0,26.0,41.88682611790139,-87.72614071180914,"(41.88682611790139, -87.72614071180914)",2011-01-26,26
Vacant/Abandoned Building,11-00126882,01/26/2011,Front,,Open,FRONT,Vacant,False,False,11567,S,STATE,ST,60628.0,1178328.45722712,1828037.46098917,9.0,5.0,53.0,41.683439184378564,-87.62283074247725,"(41.683439184378564, -87.62283074247725)",2011-01-26,53
Vacant/Abandoned Building,11-00127043,01/26/2011,Front,,Open,,Vacant,False,True,3638,W,LEXINGTON,ST,60624.0,1152242.61202142,1896456.33052625,24.0,11.0,27.0,41.87174191570447,-87.71652633346669,"(41.87174191570447, -87.71652633346669)",2011-01-26,27
Vacant/Abandoned Building,11-00127526,01/26/2011,Rear,,Open,OPEN,Vacant,False,True,5408,S,WELLS,ST,60609.0,1175528.46502771,1869046.23491501,3.0,9.0,37.0,41.796035392858684,-87.63185685406711,"(41.79603539285868, -87.63185685406712)",2011-01-26,37
Vacant/Abandoned Building,11-00127530,01/26/2011,Front,,Boarded,REAR MAIN FLOOR DOOR,Vacant,False,True,6427,S,KIMBARK,AVE,60637.0,1185743.8541326001,1862642.3550029998,20.0,3.0,42.0,41.7782277687611,-87.5945986032023,"(41.778227768761084, -87.5945986032023)",2011-01-26,42
Vacant/Abandoned Building,11-00127622,01/26/2011,Front,,Open,FRONT PATIO AND REAR DOORS..,Vacant,False,True,5757,S,PEORIA,ST,60621.0,1171290.74469827,1866660.65449803,16.0,7.0,68.0,41.789582937942406,-87.64746657399809,"(41.78958293794241, -87.6474665739981)",2011-01-26,68
Vacant/Abandoned Building,11-00127635,01/26/2011,Front,,Open,FRONT AND REAR DOORS..,Vacant,False,True,5759,S,PEORIA,ST,60621.0,1171291.04469827,1866647.25449803,16.0,7.0,68.0,41.78954616027134,-87.64746586595987,"(41.78954616027134, -87.64746586595987)",2011-01-26,68
Vacant/Abandoned Building,11-00128010,01/26/2011,Garage,,Open,,Occupied,False,True,2430,S,HOMAN,AVE,60623.0,1154084.04220409,1887645.30572666,22.0,10.0,30.0,41.847526960023295,-87.71000052013115,"(41.8475269600233, -87.71000052013115)",2011-01-26,30
Vacant/Abandoned Building,11-00128046,01/26/2011,Front,,Open,FRONT,Vacant,False,False,7913,S,EMERALD,AVE,60620.0,1172673.96978425,1852400.65167716,17.0,6.0,71.0,41.7504214035809,-87.64281451919688,"(41.7504214035809, -87.64281451919688)",2011-01-26,71
Vacant/Abandoned Building,11-00128080,01/26/2011,Front,,Open,FRONT,Vacant,False,False,7915,S,UNION,AVE,60620.0,1173006.84701552,1852396.43957817,17.0,6.0,71.0,41.75040250757017,-87.64159483106467,"(41.750402507570165, -87.64159483106465)",2011-01-26,71
Vacant/Abandoned Building,11-00128113,01/26/2011,Front,,Open,,Vacant,False,False,7020,S,MARSHFIELD,AVE,60636.0,1166555.6900095,1858156.36999476,17.0,7.0,67.0,41.76634844056157,-87.66507089226309,"(41.766348440561565, -87.6650708922631)",2011-01-26,67
Vacant/Abandoned Building,11-00128134,01/26/2011,Front,,Open,REAR,Vacant,False,False,2422,E,73RD,ST,60649.0,1193700.46012244,1857027.68726784,7.0,3.0,43.0,41.76262945117833,-87.5656135958575,"(41.76262945117833, -87.5656135958575)",2011-01-26,43
Vacant/Abandoned Building,11-00129377,01/26/2011,Garage,,Open,,Vacant,False,False,1825,W,23RD,ST,60608.0,1164560.99999945,1888884.37000377,25.0,10.0,31.0,41.850711959500025,-87.67151485887081,"(41.85071195950002, -87.67151485887081)",2011-01-26,31
Vacant/Abandoned Building,11-00129481,01/26/2011,Front,,Open,WASN'T TOLD,Vacant,False,False,2502,W,MADISON,ST,60612.0,1159785.2330853997,1899932.9852701,2.0,13.0,28.0,41.88113011434977,-87.68873840002216,"(41.881130114349766, -87.68873840002217)",2011-01-26,28
Vacant/Abandoned Building,11-00129521,01/26/2011,Front,,Open,FRONT AND SIDE,Vacant,True,True,6232,S,WOODLAWN,AVE,60637.0,1185287.22112604,1863923.52086561,20.0,3.0,42.0,41.781754150676186,-87.5962323577932,"(41.78175415067619, -87.5962323577932)",2011-01-26,42
Vacant/Abandoned Building,11-00129714,01/26/2011,Rear,,Open,,Vacant,False,False,8012,S,JEFFERY,BLVD,60617.0,1190923.59433212,1852243.22491934,8.0,4.0,46.0,41.749568037551406,-87.57594543600133,"(41.749568037551406, -87.57594543600135)",2011-01-26,46
Vacant/Abandoned Building,11-00129834,01/26/2011,,,,,,,,1116,N,LAWNDALE,AVE,60651.0,1151505.73529454,1907220.31806652,27.0,11.0,23.0,41.9012939230809,-87.71894878175829,"(41.9012939230809, -87.71894878175829)",2011-01-26,23
Vacant/Abandoned Building,11-00130103,01/26/2011,Front,,Open,IT IS OPEN ON THE FRONT,Vacant,,False,6941,S,ARTESIAN,AVE,60629.0,1161240.15779867,1858557.92527742,17.0,8.0,66.0,41.76756204078479,-87.68454326174404,"(41.76756204078479, -87.68454326174404)",2011-01-26,66
Vacant/Abandoned Building,11-00130624,01/26/2011,Front,,Open,GARAGE IS OPEN/UNSECURED,Vacant,False,False,3734,W,SHAKESPEARE,AVE,60647.0,1151131.97602406,1914030.05028072,26.0,25.0,22.0,41.91998780371335,-87.72014282636803,"(41.91998780371334, -87.72014282636803)",2011-01-26,22
Vacant/Abandoned Building,11-00130740,01/26/2011,Front,,Open,WINDOWS/DOORS OF HOME & GARAGE OPEN/UNSECURED,Vacant,False,False,12732,S,LOWE,AVE,60628.0,1174300.05651986,1820421.63819174,9.0,5.0,53.0,41.662630350871744,-87.63780229877442,"(41.66263035087174, -87.63780229877442)",2011-01-26,53
Vacant/Abandoned Building,11-00131005,01/27/2011,Front,,Open,,Vacant,False,False,2109,N,MOBILE,AVE,60639.0,1134071.16100802,1913362.62532995,29.0,25.0,19.0,41.91847395309622,-87.78284380933495,"(41.91847395309622, -87.78284380933495)",2011-01-27,19
Vacant/Abandoned Building,11-00131175,01/27/2011,Front,,Open,,Vacant,False,False,38,W,110TH,ST,60628.0,1177959.54519049,1832025.6679951,34.0,5.0,49.0,41.6943917508044,-87.62406098875267,"(41.6943917508044, -87.62406098875267)",2011-01-27,49
Vacant/Abandoned Building,11-00131185,01/27/2011,Front,,Open,,Vacant,False,False,4000,W,WASHINGTON,BLVD,60624.0,1149715.92008441,1900153.72769649,28.0,11.0,26.0,41.88193743846603,-87.72570680607485,"(41.88193743846603, -87.72570680607485)",2011-01-27,26
Vacant/Abandoned Building,11-00131278,01/27/2011,Rear,,Open,ALL REAR DOORS OPEN,Vacant,True,False,6028,S,JUSTINE,ST,60636.0,1167036.80392814,1864749.78233258,15.0,7.0,67.0,41.784431336825506,-87.66311908599705,"(41.784431336825506, -87.66311908599704)",2011-01-27,67
Vacant/Abandoned Building,11-00131379,01/27/2011,Front,,Open,FRONT,Vacant,False,False,7809,S,SEELEY,AVE,60620.0,1164051.37151135,1852862.54668522,18.0,6.0,71.0,41.751874463258794,-87.67439879847048,"(41.7518744632588, -87.67439879847048)",2011-01-27,71
Vacant/Abandoned Building,11-00132319,01/27/2011,Rear,,Open,BASEMENT REAR,Vacant,False,True,6926,S,ASHLAND,AVE,60636.0,1166874.98111811,1858787.50332473,17.0,7.0,67.0,41.768073540671246,-87.6638825657531,"(41.768073540671246, -87.6638825657531)",2011-01-27,67
Vacant/Abandoned Building,11-00132572,01/27/2011,Front,,Open,FRONT AND REAR,Vacant,False,True,11920,S,EGGLESTON,AVE,60628.0,1175441.24569252,1825863.58500247,34.0,5.0,53.0,41.67753858348065,-87.63346442338975,"(41.67753858348065, -87.63346442338977)",2011-01-27,53
Vacant/Abandoned Building,11-00132754,01/27/2011,Front,,Open,,Vacant,False,False,8634,S,HOUSTON,AVE,60617.0,1197979.10058114,1848285.56689076,10.0,4.0,46.0,41.73853459399251,-87.55022369194381,"(41.738534593992505, -87.55022369194381)",2011-01-27,46
Vacant/Abandoned Building,11-00132784,01/27/2011,Front,,Open,FRONT 2ND FLOOR AND REAR,Vacant,False,False,5633,S,CALIFORNIA,AVE,60629.0,1158669.62022833,1867175.73312444,16.0,8.0,63.0,41.791263357963814,-87.69373051980244,"(41.791263357963814, -87.69373051980243)",2011-01-27,63
Vacant/Abandoned Building,11-00132952,01/27/2011,,,,,,,,2334,S,WABASH,AVE,60616.0,1177113.62811195,1888893.40071475,2.0,1.0,33.0,41.85046202841494,-87.62544435504265,"(41.85046202841494, -87.62544435504266)",2011-01-27,33
Vacant/Abandoned Building,11-00133016,01/27/2011,Front,,Open,,Vacant,True,False,4151,W,CERMAK,RD,60623.0,1148993.40132372,1889052.9708995,22.0,10.0,29.0,41.85148964751646,-87.72864703033986,"(41.85148964751646, -87.72864703033986)",2011-01-27,29
Vacant/Abandoned Building,11-00133207,01/27/2011,Front,,Open,FRONT DOOR,Vacant,True,True,553,W,123RD,ST,60628.0,1174759.34738723,1823327.81082579,34.0,5.0,53.0,41.670595183367524,-87.63603549131126,"(41.67059518336752, -87.63603549131126)",2011-01-27,53
Vacant/Abandoned Building,11-00133473,01/27/2011,Front,,Open,ACTIVE CONSERVATION COURT CASE REQUESTING A DEMO INSPECTION,Vacant,False,False,5325,W,CRYSTAL,ST,60651.0,1140609.30647215,1907810.67237715,37.0,25.0,25.0,41.90312108943888,-87.758958370353,"(41.903121089438876, -87.758958370353)",2011-01-27,25
Vacant/Abandoned Building,11-00133530,01/27/2011,Front,,Open,,Vacant,False,False,8038,S,WOLCOTT,AVE,60620.0,1165085.91721424,1851364.81702253,18.0,6.0,71.0,41.747742671858724,-87.67064991990763,"(41.74774267185872, -87.67064991990762)",2011-01-27,71
Vacant/Abandoned Building,11-00134462,01/27/2011,Front,,Boarded,,Vacant,False,False,3321,W,BELMONT,AVE,60618.0,1153586.49980113,1921086.59452809,35.0,14.0,21.0,41.939303010222524,-87.7109362374991,"(41.93930301022252, -87.71093623749911)",2011-01-27,21
Vacant/Abandoned Building,11-00134957,01/27/2011,Front,,Open,"FRONT, REAR, SIDES",Vacant,True,True,4931,W,WALTON,ST,60651.0,1143309.94501114,1905859.80328345,37.0,15.0,25.0,41.89771763621624,-87.74908705952501,"(41.89771763621624, -87.74908705952502)",2011-01-27,25
Vacant/Abandoned Building,11-00135730,01/27/2011,Front,,Open,FRONT,Vacant,False,False,7000,S,MORGAN,ST,60621.0,1170853.5704898997,1858409.4638728,17.0,7.0,68.0,41.76695025131162,-87.64931021003662,"(41.76695025131162, -87.64931021003663)",2011-01-27,68
Vacant/Abandoned Building,11-00135749,01/27/2011,Front,,Open,BACK DOOR IS OPEN,Vacant,False,True,9334,S,CLYDE,AVE,60617.0,1191805.87702311,1843491.13209329,8.0,4.0,48.0,41.725530132815685,-87.57299578694189,"(41.72553013281569, -87.57299578694189)",2011-01-27,48
Vacant/Abandoned Building,11-00135925,01/27/2011,Rear,,Open,2 VEHICLES ABANDON BLCK CADILLAC A455192 - IL .NO TIRES  .. AND RED PONTIAC H875082 - ILLINOIS.HAS BEEN STRIPPED .. ON THE CARPORT//REAR OF PROPERTY - CREATING A RODENT PROBLEM AND A CRIME ISSUE...,Vacant,False,True,822,N,KEYSTONE,AVE,60651.0,1149238.92008181,1905185.44571559,37.0,11.0,23.0,41.89575426963132,-87.72732787202537,"(41.89575426963132, -87.72732787202538)",2011-01-27,23
Vacant/Abandoned Building,11-00136065,01/27/2011,Rear,,Boarded,,Vacant,False,False,6938,S,DR MARTIN LUTHER KING JR,DR,60637.0,1180116.67760927,1859101.93059068,6.0,3.0,69.0,41.76864328711278,-87.61533623510513,"(41.76864328711278, -87.61533623510512)",2011-01-27,69
Vacant/Abandoned Building,11-00136359,01/27/2011,Rear,,Open,,Vacant,False,False,5945,S,ABERDEEN,ST,60621.0,1169999.63210715,1865378.44922255,16.0,7.0,68.0,41.78609258492907,-87.65223792374773,"(41.78609258492907, -87.65223792374773)",2011-01-27,68
Vacant/Abandoned Building,11-00136402,01/27/2011,Front,,Open,FRONT,Vacant,False,True,4953,N,BERNARD,ST,60625.0,1152491.25999813,1932646.43000787,39.0,17.0,14.0,41.971045753314904,-87.71465485291363,"(41.97104575331491, -87.71465485291363)",2011-01-27,14
Vacant/Abandoned Building,11-00136407,01/27/2011,Front,,Open,,Vacant,False,False,8730,S,HOLLAND,RD,60620.0,1175658.69998034,1846943.4500313,21.0,6.0,49.0,41.73537990330853,-87.63204011053591,"(41.73537990330853, -87.6320401105359)",2011-01-27,44
Vacant/Abandoned Building,11-00136848,01/27/2011,Front,,Open,?,Vacant,False,False,7800,S,ABERDEEN,ST,60620.0,1170335.76553075,1853086.43511181,17.0,6.0,71.0,41.752354459493105,-87.65136284717221,"(41.75235445949311, -87.6513628471722)",2011-01-27,71
Vacant/Abandoned Building,11-00136850,01/27/2011,Front,,Open,?,Vacant,False,False,7800,S,ABERDEEN,ST,60620.0,1170335.76553075,1853086.43511181,17.0,6.0,71.0,41.752354459493105,-87.65136284717221,"(41.75235445949311, -87.6513628471722)",2011-01-27,71
Vacant/Abandoned Building,11-00136864,01/27/2011,Front,,Open,PER FIRE DISPATCH - DOORS/WINDOWS OPEN/UNSECURED,Vacant,False,True,2949,E,80TH,PL,60617.0,1197435.29748861,1852172.10472543,7.0,4.0,46.0,41.749213109033924,-87.55208674682991,"(41.74921310903392, -87.5520867468299)",2011-01-27,46
Vacant/Abandoned Building,11-00137024,01/27/2011,Rear,,Open,,Vacant,False,True,3530,W,LEXINGTON,ST,60624.0,1152959.75757024,1896473.98462887,24.0,11.0,27.0,41.87177618927519,-87.71389291958614,"(41.87177618927519, -87.71389291958614)",2011-01-27,27
Vacant/Abandoned Building,11-00137314,01/28/2011,Front,,Open,SIDE WINDOWS ARE OPEN,Vacant,False,False,712,N,LATROBE,AVE,60644.0,1141231.13801156,1904208.21877659,28.0,15.0,25.0,41.89322408423965,-87.75676315658336,"(41.89322408423965, -87.75676315658338)",2011-01-28,25
Vacant/Abandoned Building,11-00137434,01/28/2011,Front,,Open,,Vacant,False,False,5248,S,LOWE,AVE,60609.0,1172855.88399727,1870086.11142953,3.0,9.0,61.0,41.798948350648665,-87.6416266459377,"(41.798948350648665, -87.6416266459377)",2011-01-28,61
Vacant/Abandoned Building,11-00137450,01/28/2011,Front,,Open,,Vacant,False,False,425,W,57TH,PL,60621.0,1174297.22997757,1866810.27000106,20.0,7.0,68.0,41.789927153780496,-87.63643831294739,"(41.7899271537805, -87.63643831294739)",2011-01-28,68
Vacant/Abandoned Building,11-00137464,01/28/2011,Front,,Open,,Vacant,False,True,5254,S,LINDER,AVE,60638.0,1140587.6401928002,1869168.7171343998,23.0,8.0,56.0,41.797082463239114,-87.75998564434366,"(41.797082463239114, -87.75998564434366)",2011-01-28,56
